Ticker,Date/Time,vni_close,vni_high,vni_low,vni_pct_chg,vni_rsi,basis_pct,advance,decline,ceiling,floor,total_stocks,above_ma50,ema_cross,volume,parkinson_vol,vol_ratio,ad_ratio,thrust_pct
VNINDEX,9/24/2020 0:00,908.6,914.5,907.3,-0.43,68.6,-0.01,7,21,0,0,32,30,30,357.99,0.39,1.13,0.33,0
VNINDEX,9/25/2020 0:00,908.3,911.3,905.6,-0.03,68,0.02,10,16,1,0,32,30,30,326.13,0.38,1.02,0.63,3.13
VNINDEX,9/28/2020 0:00,912.5,913.6,910,0.47,71.4,-0.05,22,5,0,0,32,30,30,378.53,0.38,1.17,4.4,0
VNINDEX,9/29/2020 0:00,904,917.5,904,-0.93,57.9,-0.25,3,26,0,0,32,29,29,439.84,0.47,1.34,0.12,0
VNINDEX,9/30/2020 0:00,905.2,907,900.4,0.14,59.1,0.15,21,7,0,0,32,29,28,310.16,0.48,0.94,3,0
VNINDEX,10/1/2020 0:00,914.1,914.1,909.1,0.98,66.9,-0.07,26,2,0,0,32,30,28,330.22,0.46,1,13,0
VNINDEX,10/2/2020 0:00,909.9,916.7,897.7,-0.46,60.9,0,7,21,0,0,32,29,26,501.3,0.59,1.48,0.33,0
VNINDEX,10/5/2020 0:00,914.7,915.5,911,0.52,64.9,0.13,22,6,0,0,32,30,27,420.76,0.59,1.24,3.67,0
VNINDEX,10/6/2020 0:00,915.7,918.9,912.8,0.11,65.7,-0.42,14,13,1,0,32,30,26,472.55,0.59,1.35,1.08,3.13
VNINDEX,10/7/2020 0:00,919.7,923.6,912.7,0.44,69,-0.44,10,18,1,0,32,30,27,496.27,0.62,1.37,0.56,3.13
VNINDEX,10/8/2020 0:00,918.8,922.1,913.9,-0.1,67.4,-0.13,9,19,0,0,32,30,26,446.31,0.63,1.21,0.47,0
VNINDEX,10/9/2020 0:00,924,924,917.7,0.56,71.6,-0.34,17,8,1,0,32,30,26,343.8,0.63,0.92,2.13,3.13
VNINDEX,10/12/2020 0:00,925.8,933.1,923.3,0.2,73,0.01,13,16,0,0,32,29,26,414.16,0.65,1.1,0.81,0
VNINDEX,10/13/2020 0:00,929.9,931,923.8,0.44,75.8,-0.22,16,11,1,0,32,28,26,322.97,0.61,0.86,1.45,3.13
VNINDEX,10/14/2020 0:00,940.2,940.2,931.9,1.11,81.4,0.3,26,5,1,0,32,30,28,386.75,0.62,1.01,5.2,3.13
VNINDEX,10/15/2020 0:00,942.8,945.9,938.7,0.27,82.5,0,21,8,0,0,32,30,29,439.63,0.63,1.14,2.63,0
VNINDEX,10/16/2020 0:00,943.3,946.2,936,0.06,82.7,-0.72,16,14,0,0,32,29,29,395.58,0.53,1.01,1.14,0
VNINDEX,10/19/2020 0:00,943.7,946.3,941.9,0.04,82.9,-0.01,17,14,0,0,32,27,27,353.15,0.52,0.9,1.21,0
VNINDEX,10/20/2020 0:00,944.4,944.5,937.3,0.08,83.3,0.19,17,11,0,0,32,26,26,385.66,0.53,0.98,1.55,0
VNINDEX,10/21/2020 0:00,939,948.2,939,-0.57,70.4,0.26,7,21,0,0,32,25,25,372.35,0.51,0.94,0.33,0
VNINDEX,10/22/2020 0:00,949.9,949.9,933.8,1.16,78,0.62,27,4,0,0,32,28,25,316.3,0.58,0.81,6.75,0
VNINDEX,10/23/2020 0:00,961.3,961.3,953.1,1.2,83.1,0.51,22,8,0,0,32,29,27,392.43,0.59,0.99,2.75,0
VNINDEX,10/26/2020 0:00,950.8,970.2,950.8,-1.09,67.3,0.81,4,26,0,0,32,28,26,404.77,0.67,1.02,0.15,0
VNINDEX,10/27/2020 0:00,946.5,954.7,946.3,-0.46,61.9,0.5,5,21,0,0,32,24,25,414.91,0.68,1.05,0.24,0
VNINDEX,10/28/2020 0:00,921,946.9,921,-2.69,40.6,0.79,0,31,0,1,32,18,22,433.07,0.84,1.08,0,3.13
VNINDEX,10/29/2020 0:00,919.1,925.8,914.3,-0.21,39.4,0.09,16,13,0,0,32,18,19,355.91,0.86,0.88,1.23,0
VNINDEX,10/30/2020 0:00,925.5,926.3,911.2,0.7,45.1,0.45,14,13,0,0,32,18,18,297.62,0.89,0.76,1.08,0
VNINDEX,11/2/2020 0:00,933.7,933.7,924.1,0.89,51.6,0.53,25,4,0,0,32,22,16,273.08,0.91,0.71,6.25,0
VNINDEX,11/3/2020 0:00,935.4,937.6,932.2,0.19,52.9,0.68,22,7,0,0,32,22,16,302.85,0.91,0.8,3.14,0
VNINDEX,11/4/2020 0:00,939.8,943.6,933.9,0.47,56.2,0.75,23,3,0,0,32,23,18,327.41,0.91,0.89,7.67,0
VNINDEX,11/5/2020 0:00,937.8,945.5,937.8,-0.21,54.2,0.73,6,21,0,0,32,22,19,270.45,0.86,0.75,0.29,0
VNINDEX,11/6/2020 0:00,938.3,941.2,934.6,0.06,54.7,0.6,11,12,0,0,32,21,18,249.26,0.86,0.7,0.92,0
VNINDEX,11/9/2020 0:00,952,952,938.3,1.46,64.9,0.61,28,1,1,0,32,24,19,369.59,0.82,1.05,28,3.13
VNINDEX,11/10/2020 0:00,951.9,963.5,951.9,-0.01,64.8,0.49,11,18,1,0,32,24,19,422.04,0.83,1.18,0.61,3.13
VNINDEX,11/11/2020 0:00,952.2,956.7,947.6,0.03,65,0.51,13,9,0,0,32,24,20,376.51,0.67,1.05,1.44,0
VNINDEX,11/12/2020 0:00,959.3,959.3,953.6,0.74,69.7,0.53,26,4,0,0,32,26,20,343.91,0.63,0.97,6.5,0
VNINDEX,11/13/2020 0:00,966.3,966.3,959.1,0.73,73.7,0.5,24,4,0,0,32,26,24,419.68,0.57,1.19,6,0
VNINDEX,11/16/2020 0:00,950.8,973,950.5,-1.6,55.8,0.1,1,30,0,1,32,24,26,484.18,0.7,1.34,0.03,3.13
VNINDEX,11/17/2020 0:00,968.9,968.9,953.2,1.9,66.4,0.36,31,0,1,0,32,26,26,400.96,0.75,1.11,31,3.13
VNINDEX,11/18/2020 0:00,973.5,974.3,966.3,0.48,68.5,-0.18,17,8,0,0,32,27,27,478.68,0.74,1.31,2.13,0
VNINDEX,11/19/2020 0:00,983.3,983.3,974.3,1,72.6,-0.08,22,6,0,0,32,30,30,500.12,0.75,1.33,3.67,0
VNINDEX,11/20/2020 0:00,990,990,980.7,0.69,75.1,0.16,14,13,0,0,32,31,31,501.05,0.76,1.31,1.08,0
VNINDEX,11/23/2020 0:00,994.2,995.9,985.4,0.42,76.6,-0.07,15,12,0,0,32,31,31,489.69,0.73,1.27,1.25,0
VNINDEX,11/24/2020 0:00,995.8,998,984.9,0.16,77.1,0.46,11,17,0,0,32,31,31,511.61,0.74,1.31,0.65,0
VNINDEX,11/25/2020 0:00,999.9,1002.3,996.8,0.42,78.6,-0.07,19,10,0,0,32,31,30,446.05,0.73,1.14,1.9,0
VNINDEX,11/26/2020 0:00,1006,1006,994.9,0.6,80.7,0.63,22,6,0,0,32,31,30,411.34,0.75,1.04,3.67,0
VNINDEX,11/27/2020 0:00,1010.2,1010.2,1004,0.42,82,0.35,16,11,0,0,32,31,30,381.77,0.74,0.96,1.45,0
VNINDEX,11/30/2020 0:00,1003.1,1012.5,1002.6,-0.71,72.6,0.01,7,20,1,0,32,31,30,450.05,0.62,1.11,0.35,3.13
VNINDEX,12/1/2020 0:00,1008.9,1008.9,988.7,0.58,75.2,0.4,24,3,0,0,32,31,30,536.21,0.66,1.28,8,0
VNINDEX,12/2/2020 0:00,1014.3,1015.9,1007.9,0.54,77.4,-0.1,19,10,2,0,32,31,30,484.76,0.66,1.14,1.9,6.25
VNINDEX,12/3/2020 0:00,1019.8,1020.3,1014.1,0.54,79.4,0.26,16,11,0,0,32,31,30,496.77,0.65,1.13,1.45,0
VNINDEX,12/4/2020 0:00,1021.5,1025.2,1018.7,0.17,80.1,0.27,13,15,1,0,32,31,30,527.02,0.64,1.17,0.87,3.13
VNINDEX,12/7/2020 0:00,1030,1030.4,1022.1,0.83,82.9,0.25,19,7,0,0,32,31,31,473.55,0.62,1.04,2.71,0
VNINDEX,12/8/2020 0:00,1029.3,1032.6,1025.6,-0.07,81.8,-0.06,14,14,1,0,32,31,31,501.25,0.58,1.09,1,3.13
VNINDEX,12/9/2020 0:00,1039.1,1039.6,1030.2,0.96,84.9,0.4,24,4,0,0,32,31,31,554.76,0.6,1.18,6,0
VNINDEX,12/10/2020 0:00,1030.9,1044.1,1030.9,-0.79,73.4,0.78,4,27,0,0,32,31,31,566.59,0.61,1.18,0.15,0
VNINDEX,12/11/2020 0:00,1046,1046,1030.1,1.46,79.1,-0.05,29,0,0,0,32,31,31,413.85,0.67,0.86,29,0
VNINDEX,12/14/2020 0:00,1064.1,1064.1,1049,1.73,83.8,0.17,26,3,2,0,32,31,31,506.37,0.7,1.05,8.67,6.25
VNINDEX,12/15/2020 0:00,1055.3,1067.4,1052,-0.83,74.8,0.17,4,24,0,0,32,31,31,621.5,0.64,1.26,0.17,0
VNINDEX,12/16/2020 0:00,1067,1067,1057.2,1.11,78.2,-0.17,27,2,1,0,32,31,31,556.55,0.65,1.12,13.5,3.13
VNINDEX,12/17/2020 0:00,1051.8,1065.8,1051.4,-1.43,65.3,-0.06,9,19,0,0,32,31,31,634.78,0.69,1.26,0.47,0
VNINDEX,12/18/2020 0:00,1067.5,1068.6,1055.8,1.49,70.8,0.66,28,1,2,0,32,31,31,560.37,0.72,1.11,28,6.25
VNINDEX,12/21/2020 0:00,1081.1,1081.6,1070.9,1.28,74.7,0.69,25,4,3,0,32,30,31,660.78,0.72,1.28,6.25,9.38
VNINDEX,12/22/2020 0:00,1083.4,1084.2,1077.1,0.22,75.3,0.77,13,17,1,0,32,30,31,695.96,0.72,1.33,0.76,3.13
VNINDEX,12/23/2020 0:00,1078.9,1094.1,1077.9,-0.42,71.5,0.89,6,23,0,0,32,30,30,742.86,0.76,1.38,0.26,0
VNINDEX,12/24/2020 0:00,1067.5,1084.8,1046.9,-1.05,62.6,0.84,2,28,0,0,32,29,30,686.56,0.99,1.24,0.07,0
VNINDEX,12/25/2020 0:00,1084.4,1084.4,1061.8,1.58,69,1.21,29,1,2,0,32,29,29,592.21,1.02,1.05,29,6.25
VNINDEX,12/28/2020 0:00,1091.3,1096.1,1083.9,0.64,71.2,1.12,14,14,1,0,32,29,29,663.9,1.01,1.16,1,3.13
VNINDEX,12/29/2020 0:00,1099.5,1102.8,1087.9,0.75,73.7,0.82,19,12,1,0,32,29,29,618.01,1,1.07,1.58,3.13
VNINDEX,12/30/2020 0:00,1097.5,1108.8,1094.9,-0.18,72,1.03,14,17,0,0,32,29,29,619.83,1.02,1.06,0.82,0
VNINDEX,12/31/2020 0:00,1103.9,1105.3,1096.3,0.58,74.1,1.23,21,7,1,0,32,30,30,501.15,1,0.86,3,3.13
VNINDEX,1/4/2021 0:00,1120.5,1126.4,1113.6,1.5,78.7,1.61,27,3,0,0,32,30,30,709.65,0.99,1.19,9,0
VNINDEX,1/5/2021 0:00,1132.6,1134.4,1116.5,1.08,81.4,0.61,25,6,1,0,32,31,30,710.23,1.02,1.17,4.17,3.13
VNINDEX,1/6/2021 0:00,1143.2,1152.8,1133.7,0.94,83.5,1.01,20,11,1,0,32,31,31,725.41,1.06,1.18,1.82,3.13
VNINDEX,1/7/2021 0:00,1156.5,1156.5,1143.4,1.16,85.6,1.62,23,5,1,0,32,31,31,719.53,1.05,1.15,4.6,3.13
VNINDEX,1/8/2021 0:00,1167.7,1176.3,1160.5,0.97,87.2,2.5,21,8,0,0,32,31,31,763.1,0.84,1.2,2.63,0
VNINDEX,1/11/2021 0:00,1184.9,1186.4,1175,1.47,89.2,2.55,20,10,1,0,32,31,31,776.35,0.76,1.19,2,3.13
VNINDEX,1/12/2021 0:00,1192.3,1192.3,1179.2,0.62,90,1.96,15,11,0,0,32,31,31,684.08,0.76,1.03,1.36,0
VNINDEX,1/13/2021 0:00,1186.1,1200.8,1183.2,-0.52,84.4,2.36,10,20,1,0,32,31,31,747.18,0.77,1.12,0.5,3.13
VNINDEX,1/14/2021 0:00,1187.4,1190.5,1178.8,0.11,84.7,1.7,15,13,0,0,32,31,31,737.42,0.75,1.09,1.15,0
VNINDEX,1/15/2021 0:00,1194.2,1197.7,1188.8,0.57,85.8,0.7,24,6,0,0,32,31,31,746.22,0.75,1.09,4,0
VNINDEX,1/18/2021 0:00,1191.9,1200.8,1190.3,-0.19,83.5,0.31,10,21,0,0,32,31,31,711.74,0.74,1.03,0.48,0
VNINDEX,1/19/2021 0:00,1131,1189.9,1117.2,-5.11,46,-0.23,0,31,0,12,32,26,31,923.11,1.37,1.31,0,37.5
VNINDEX,1/20/2021 0:00,1134.7,1142.5,1098.1,0.33,47.6,0.79,22,7,0,0,32,28,29,802.79,1.53,1.13,3.14,0
VNINDEX,1/21/2021 0:00,1164.2,1164.2,1132.7,2.6,58.4,-0.05,29,2,0,0,32,29,29,666.01,1.61,0.94,14.5,0
VNINDEX,1/22/2021 0:00,1166.8,1175.7,1161.4,0.22,59.2,1.46,16,12,0,0,32,27,27,716.24,1.6,1.01,1.33,0
VNINDEX,1/25/2021 0:00,1166.1,1172.2,1162.8,-0.06,58.9,1.63,7,21,0,0,32,24,24,666.11,1.6,0.94,0.33,0
VNINDEX,1/26/2021 0:00,1136.1,1165,1121,-2.57,46,0.7,1,29,0,1,32,22,23,743.16,1.75,1.04,0.03,3.13
VNINDEX,1/27/2021 0:00,1097.2,1133,1088.9,-3.43,34.9,-0.13,2,29,0,2,32,20,22,745.07,1.88,1.03,0.07,6.25
VNINDEX,1/28/2021 0:00,1023.9,1052.2,1022.8,-6.67,23.3,-0.42,0,31,0,30,32,5,10,698.61,1.95,0.96,0,93.75
VNINDEX,1/29/2021 0:00,1056.6,1076.1,998.3,3.19,34.2,2.73,27,3,7,2,32,10,8,744,2.41,1.01,9,28.13
VNINDEX,2/1/2021 0:00,1035.5,1074.5,1035.5,-2,31,0.01,5,26,1,4,32,4,4,588.45,2.5,0.81,0.19,15.63
VNINDEX,2/2/2021 0:00,1075.5,1075.5,1029.4,3.86,42.3,1.14,31,0,5,0,32,12,4,554.91,2.35,0.77,31,15.63
VNINDEX,2/3/2021 0:00,1111.3,1113.2,1082.9,3.32,50.3,0.62,29,1,4,0,32,22,4,703.17,2.29,0.97,29,12.5
VNINDEX,2/4/2021 0:00,1112.2,1117.9,1098.8,0.08,50.5,-0.25,14,14,0,0,32,19,6,471.36,2.25,0.66,1,0
VNINDEX,2/5/2021 0:00,1126.9,1126.9,1112.2,1.32,53.8,0.39,30,1,1,0,32,25,9,458.71,2.25,0.66,30,3.13
VNINDEX,2/8/2021 0:00,1083.2,1127.1,1075.1,-3.88,44.2,-0.05,1,30,0,1,32,13,8,635.41,2.42,0.92,0.03,3.13
VNINDEX,2/9/2021 0:00,1114.9,1114.9,1079,2.93,51.2,0.07,31,0,1,0,32,21,9,490.23,2.39,0.72,31,3.13
VNINDEX,2/17/2021 0:00,1155.8,1155.8,1127.5,3.66,58.6,0.14,31,0,7,0,32,26,14,510.97,2.32,0.77,31,21.88
VNINDEX,2/18/2021 0:00,1174.4,1174.4,1148.7,1.61,61.6,-0.05,25,5,1,0,32,27,21,585.04,2.29,0.89,5,3.13
VNINDEX,2/19/2021 0:00,1173.5,1178.2,1157.6,-0.07,61.4,-0.22,10,19,0,0,32,27,24,547.58,1.83,0.84,0.53,0
VNINDEX,2/22/2021 0:00,1175,1182.7,1169.1,0.13,61.7,-0.63,10,20,0,0,32,26,24,571.18,1.7,0.89,0.5,0
VNINDEX,2/23/2021 0:00,1177.6,1184.3,1168.3,0.22,62.2,0.33,19,12,1,0,32,26,25,572.47,1.5,0.92,1.58,3.13
VNINDEX,2/24/2021 0:00,1162,1185.6,1154.4,-1.33,57.1,-0.44,5,26,0,0,32,25,26,572.7,1.5,0.94,0.19,0
VNINDEX,2/25/2021 0:00,1165.4,1170,1155.7,0.29,57.9,1.04,21,7,0,0,32,25,26,493.05,1.48,0.82,3,0
VNINDEX,2/26/2021 0:00,1168.5,1169.3,1148.9,0.26,58.7,0.03,16,12,0,0,32,25,24,528.15,1.5,0.89,1.33,0
VNINDEX,3/1/2021 0:00,1186.2,1186.8,1174.4,1.51,63.2,0.1,28,3,1,0,32,25,27,593.01,1.21,1,9.33,3.13
VNINDEX,3/2/2021 0:00,1186.6,1196.2,1182,0.04,63.3,-0.06,15,15,0,0,32,25,28,533.3,1.07,0.92,1,0
VNINDEX,3/3/2021 0:00,1186.9,1189.2,1180.3,0.03,63.4,0.33,12,16,1,0,32,25,26,584.54,0.97,1.02,0.75,3.13
VNINDEX,3/4/2021 0:00,1168.5,1191.9,1159.5,-1.55,54.9,0.6,1,29,0,0,32,24,26,629.65,1.02,1.11,0.03,0
VNINDEX,3/5/2021 0:00,1168.7,1169.6,1155.6,0.01,55,-0.41,14,12,1,0,32,24,25,568.29,0.99,1.02,1.17,3.13
VNINDEX,3/8/2021 0:00,1168.3,1181.3,1164,-0.04,54.8,-0.43,9,20,0,0,32,24,25,627.5,1,1.12,0.45,0
VNINDEX,3/9/2021 0:00,1162,1166.4,1150.9,-0.54,51.5,-0.39,5,25,0,0,32,24,24,613.12,1,1.09,0.2,0
VNINDEX,3/10/2021 0:00,1170.1,1170.6,1154.9,0.7,55.3,0.57,27,4,0,0,32,24,24,569.5,0.9,1.02,6.75,0
VNINDEX,3/11/2021 0:00,1181.7,1183.7,1176.5,1,60.2,0.22,29,2,1,0,32,25,25,586.25,0.88,1.04,14.5,3.13
VNINDEX,3/12/2021 0:00,1181.6,1186.5,1178.1,-0.01,60.1,0.18,10,16,0,0,32,25,24,595.77,0.82,1.04,0.63,0
VNINDEX,3/15/2021 0:00,1184.6,1186.1,1178.8,0.25,61.5,-0.17,17,9,0,0,32,25,25,634.61,0.81,1.11,1.89,0
VNINDEX,3/16/2021 0:00,1179.9,1184.9,1171.8,-0.39,58.1,-0.14,7,23,0,0,32,24,25,629.62,0.8,1.09,0.3,0
VNINDEX,3/17/2021 0:00,1186.1,1186.1,1176.3,0.52,61.2,0.36,20,9,0,0,32,24,25,650.41,0.81,1.11,2.22,0
VNINDEX,3/18/2021 0:00,1200.9,1200.9,1191.9,1.25,67.7,0,25,5,0,0,32,26,26,570.1,0.63,0.98,5,0
VNINDEX,3/19/2021 0:00,1194.1,1199.7,1192,-0.57,62.4,0.39,4,24,0,0,32,24,25,600.93,0.6,1.03,0.17,0
VNINDEX,3/22/2021 0:00,1194.4,1200.2,1189.3,0.03,62.5,-0.51,8,23,0,0,32,27,26,626.61,0.56,1.06,0.35,0
VNINDEX,3/23/2021 0:00,1183.4,1191.5,1177.1,-0.92,54.1,-0.21,4,27,0,0,32,21,24,643.67,0.55,1.09,0.15,0
VNINDEX,3/24/2021 0:00,1161.8,1174.2,1154.2,-1.83,41.8,0.45,1,30,0,0,32,16,23,649.8,0.58,1.09,0.03,0
VNINDEX,3/25/2021 0:00,1163.1,1170.8,1154.4,0.11,42.7,-0.23,12,20,0,0,32,16,20,613.92,0.63,1.02,0.6,0
VNINDEX,3/26/2021 0:00,1162.2,1165.8,1137.9,-0.08,42.2,0.5,16,16,2,0,32,18,18,630.52,0.77,1.04,1,6.25
VNINDEX,3/29/2021 0:00,1175.7,1175.8,1165.8,1.16,51.4,0.25,31,1,2,0,32,18,17,592.79,0.78,0.98,31,6.25
VNINDEX,3/30/2021 0:00,1186.4,1187.3,1172.8,0.91,57.4,0.03,25,6,3,0,32,19,17,707.94,0.78,1.15,4.17,9.38
VNINDEX,3/31/2021 0:00,1191.4,1196.4,1186.4,0.43,60,-0.36,20,9,2,0,32,20,16,670.5,0.78,1.08,2.22,6.25
VNINDEX,4/1/2021 0:00,1216.1,1217.3,1192.8,2.07,69.9,0.76,30,2,1,0,32,26,18,637.06,0.86,1.03,15,3.13
VNINDEX,4/2/2021 0:00,1224.4,1228.3,1221.1,0.69,72.4,-0.33,23,6,0,0,32,27,22,608.76,0.86,0.98,3.83,0
VNINDEX,4/5/2021 0:00,1236.1,1245.3,1228.2,0.95,75.7,0.57,21,8,0,1,32,28,23,635.41,0.88,1.02,2.63,3.13
VNINDEX,4/6/2021 0:00,1240,1244.6,1231.1,0.32,76.7,-0.26,14,14,0,0,32,28,25,656.48,0.88,1.05,1,0
VNINDEX,4/7/2021 0:00,1242.4,1242.4,1232.5,0.2,77.3,-0.46,17,9,0,0,32,28,25,676.17,0.83,1.07,1.89,0
VNINDEX,4/8/2021 0:00,1234.9,1246.4,1232.3,-0.6,70.6,-0.69,6,23,0,0,32,29,25,633.59,0.81,1,0.26,0
VNINDEX,4/9/2021 0:00,1231.7,1235,1227.6,-0.26,67.7,-0.11,11,17,0,0,32,28,25,656.04,0.68,1.03,0.65,0
VNINDEX,4/12/2021 0:00,1252.4,1252.4,1232.3,1.69,74.9,-0.28,23,5,0,0,32,28,25,857.65,0.73,1.32,4.6,0
VNINDEX,4/13/2021 0:00,1248.3,1268,1247.7,-0.33,71.4,-0.5,6,22,1,0,32,25,25,977.74,0.75,1.47,0.27,3.13
VNINDEX,4/14/2021 0:00,1255.9,1255.9,1233,0.6,73.9,0.1,23,8,1,0,32,25,25,813.5,0.82,1.21,2.88,3.13
VNINDEX,4/15/2021 0:00,1247.3,1265.9,1247.3,-0.69,66.5,-0.02,6,26,0,0,32,24,25,771.44,0.77,1.13,0.23,0
VNINDEX,4/16/2021 0:00,1238.7,1254.6,1227.1,-0.68,60,-0.26,5,26,0,0,32,22,24,948.99,0.87,1.35,0.19,0
VNINDEX,4/19/2021 0:00,1260.6,1260.6,1233.8,1.77,68.8,0.44,28,3,1,0,32,22,24,773.05,0.93,1.09,9.33,3.13
VNINDEX,4/20/2021 0:00,1268.3,1286.3,1261.3,0.61,71.2,-0.97,14,15,0,0,32,22,23,798.48,0.98,1.12,0.93,0
VNINDEX,4/22/2021 0:00,1227.8,1272,1227.8,-3.19,48.7,-0.81,1,28,0,5,32,16,22,732.25,1.18,1.02,0.04,15.63
VNINDEX,4/23/2021 0:00,1248.5,1248.5,1216.2,1.69,56.5,-0.36,26,4,1,0,32,20,20,684.22,1.26,0.95,6.5,3.13
VNINDEX,4/26/2021 0:00,1215.8,1251.3,1214.1,-2.62,44.6,-1.65,5,26,0,0,32,18,18,685.39,1.38,0.94,0.19,0
VNINDEX,4/27/2021 0:00,1219.8,1221,1204.1,0.33,46.1,-1.47,17,12,0,0,32,18,17,544.7,1.37,0.75,1.42,0
VNINDEX,4/28/2021 0:00,1229.6,1230.9,1217.5,0.8,49.9,-1.47,23,7,1,0,32,19,18,589.5,1.35,0.82,3.29,3.13
VNINDEX,4/29/2021 0:00,1239.4,1239.4,1231.3,0.8,53.6,-0.86,23,8,0,0,32,19,18,614.23,1.31,0.86,2.88,0
VNINDEX,5/4/2021 0:00,1242.2,1242.8,1212.6,0.23,54.6,-0.6,15,17,1,0,32,19,21,714.54,1.36,0.99,0.88,3.13
VNINDEX,5/5/2021 0:00,1256.4,1265.9,1244.7,1.15,59.7,-0.82,27,3,1,0,32,21,20,685.43,1.34,0.95,9,3.13
VNINDEX,5/6/2021 0:00,1250.6,1261.5,1246.6,-0.47,56.8,-0.61,10,22,1,0,32,19,20,672.4,1.29,0.93,0.45,3.13
VNINDEX,5/7/2021 0:00,1241.8,1250.5,1231.9,-0.7,52.5,-1.26,9,21,0,0,32,19,21,745.32,1.27,1.02,0.43,0
VNINDEX,5/10/2021 0:00,1259.6,1259.6,1236.8,1.43,59.4,0.32,27,5,4,0,32,21,21,732.07,1.13,1,5.4,12.5
VNINDEX,5/11/2021 0:00,1256,1272.6,1256,-0.28,57.6,-0.67,7,24,0,0,32,21,20,709.54,1.04,0.96,0.29,0
VNINDEX,5/12/2021 0:00,1269.1,1269.1,1249.2,1.04,62.4,0.14,26,4,2,0,32,20,21,664.16,0.92,0.9,6.5,6.25
VNINDEX,5/13/2021 0:00,1262,1273.5,1262,-0.56,58.4,-0.46,10,22,1,0,32,20,21,680.37,0.9,0.94,0.45,3.13
VNINDEX,5/14/2021 0:00,1266.4,1271.4,1260,0.35,60.1,-0.44,24,8,2,0,32,21,21,679.02,0.89,0.95,3,6.25
VNINDEX,5/17/2021 0:00,1258.7,1277.8,1258.5,-0.6,55.6,-0.32,10,22,0,0,32,21,21,708.74,0.93,1,0.45,0
VNINDEX,5/18/2021 0:00,1252.7,1262.2,1249,-0.48,52.1,-0.26,11,20,0,0,32,19,21,661.61,0.83,0.94,0.55,0
VNINDEX,5/19/2021 0:00,1262.5,1262.7,1250.6,0.78,57,0.23,23,7,0,0,32,20,21,657.23,0.79,0.96,3.29,0
VNINDEX,5/20/2021 0:00,1278.2,1278.2,1255.8,1.25,63.5,0.01,23,7,1,0,32,22,21,714.48,0.83,1.05,3.29,3.13
VNINDEX,5/21/2021 0:00,1283.9,1289,1268.5,0.45,65.6,-0.77,19,12,1,0,32,22,23,664.47,0.83,0.98,1.58,3.13
VNINDEX,5/24/2021 0:00,1298,1299.8,1287.4,1.09,70.3,-0.31,24,7,1,0,32,23,23,670.71,0.78,1,3.43,3.13
VNINDEX,5/25/2021 0:00,1308.6,1308.6,1297.2,0.82,73.4,-0.42,24,6,1,0,32,24,24,639.37,0.76,0.95,4,3.13
VNINDEX,5/26/2021 0:00,1316.7,1317.3,1304.7,0.62,75.5,-0.15,24,7,1,0,32,24,25,676.24,0.72,1.01,3.43,3.13
VNINDEX,5/27/2021 0:00,1303.6,1319.7,1300,-1,66,-0.51,3,27,0,0,32,23,25,685.09,0.75,1.01,0.11,0
VNINDEX,5/28/2021 0:00,1320.5,1323.1,1300.1,1.3,71.2,0.26,27,5,1,0,32,24,25,722.29,0.81,1.05,5.4,3.13
VNINDEX,5/31/2021 0:00,1328.1,1328.1,1307.6,0.57,73.2,0.32,21,11,2,0,32,24,25,702.52,0.81,1.02,1.91,6.25
VNINDEX,6/1/2021 0:00,1337.8,1346.3,1328.8,0.73,75.7,0.32,20,12,0,0,32,23,25,617.52,0.82,0.9,1.67,0
VNINDEX,6/2/2021 0:00,1340.8,1345,1330.8,0.22,76.4,0.2,15,17,0,0,32,25,24,760.13,0.83,1.1,0.88,0
VNINDEX,6/3/2021 0:00,1364.3,1366,1345.2,1.75,81.4,-0.02,30,2,2,0,32,26,25,858.92,0.81,1.23,15,6.25
VNINDEX,6/4/2021 0:00,1374.1,1374.1,1360.4,0.72,83,-0.16,19,12,0,0,32,26,26,891.05,0.77,1.26,1.58,0
VNINDEX,6/7/2021 0:00,1358.8,1375.7,1347.2,-1.11,72,0.06,8,24,0,1,32,27,27,843.32,0.85,1.19,0.33,3.13
VNINDEX,6/8/2021 0:00,1319.9,1364.5,1318.1,-2.86,52.3,-0.63,3,29,0,4,32,25,27,879.45,1.06,1.22,0.1,12.5
VNINDEX,6/9/2021 0:00,1332.9,1339.1,1312.1,0.99,56.7,0.09,24,6,1,0,32,24,27,774.66,1.11,1.07,4,3.13
VNINDEX,6/10/2021 0:00,1323.6,1336.7,1317.5,-0.7,52.8,0.13,8,23,0,0,32,24,26,678.45,1.11,0.94,0.35,0
VNINDEX,6/11/2021 0:00,1351.7,1352.5,1322.1,2.13,61.6,0.38,29,3,2,0,32,26,27,707.6,1.15,0.98,9.67,6.25
VNINDEX,6/14/2021 0:00,1361.7,1368.5,1352.7,0.74,64.3,0.13,22,10,0,0,32,26,28,718.71,1.13,0.99,2.2,0
VNINDEX,6/15/2021 0:00,1367.4,1372.7,1356.6,0.41,65.7,0.27,12,17,2,0,32,28,28,708.8,1.12,0.97,0.71,6.25
VNINDEX,6/16/2021 0:00,1356.5,1370.1,1350.7,-0.79,60.4,0.23,8,23,0,0,32,27,28,743.59,1.14,1.01,0.35,0
